date,regime,prior_position,previous_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2010-10-18,0,1.0,0.0,0.25,0.0018136953069557127,0.005145896672033791,-0.0002484089886831041,0.002660326952770049,-0.0024488731840656627,20,20,20,20,20
2010-10-19,0,1.0,0.25,0.75,0.003287024182841585,0.0004671526783153704,0.0010983801010877145,0.008594806420284132,-0.008617829818066258,20,20,20,20,20
2010-10-20,0,1.0,0.75,0.5,0.0044805024294781275,0.002183095989751753,0.005212916849995292,-0.002466460773392039,0.0030273784644343623,20,20,20,20,20
2010-10-21,0,1.0,0.5,1.0,0.009435209955378162,0.003799101001116102,0.003379280261055511,-0.0026043086501814014,0.017921587712377236,20,20,20,19,21
2010-10-22,0,1.0,1.0,1.0,-0.0023110073381531608,-0.0012860697574080533,-0.0008091095927745915,-0.014250242084022018,0.004377396876965626,20,20,20,19,21
2010-10-25,0,1.0,1.0,0.25,-0.00024937135169181453,0.008586417968117004,0.0001794350094673364,0.00750244230219278,0.005605877750042947,20,20,20,20,20
2010-10-26,0,1.0,0.25,0.75,0.0025293801163028705,-0.0049964378712875675,-0.005390491306236734,0.005403156000550695,-0.007369484661083435,20,20,20,20,20
2010-10-27,0,1.0,0.75,0.5,0.006262237835273525,-0.00238115183151088,0.006372940351130349,-0.011662296934932209,0.001650249008791836,21,20,20,19,20
2010-10-28,0,1.0,0.5,0.25,-0.004179921823994354,0.008740523134022429,0.0033077784693507917,-0.015217933800780733,0.0008776695360921927,20,21,20,19,20
2010-10-29,0,1.0,0.25,0.25,0.005086921727397472,0.008232671122659286,-0.004466534265772258,-0.003005044754435087,0.002006090291806561,20,20,20,20,20
2010-11-01,0,1.0,0.25,0.75,0.001871256729351582,0.0013398071910686634,0.0011139960451045279,0.010815374028056005,-0.0036542598087434862,20,20,20,20,20
2010-11-02,0,1.0,0.75,1.0,-0.0003182921182348508,-0.007946902583564786,0.008824978616282262,0.004679406680630379,0.009182393990183283,20,20,20,20,20
2010-11-03,0,1.0,1.0,0.25,-0.004584351876901562,0.0009732122426745124,-0.01790003806145641,0.0003328246895662362,0.0001814204177476304,20,20,19,20,21
2010-11-04,0,1.0,0.25,1.0,-0.0009984276752407896,-0.0008983012614365221,0.001994890353436779,0.0007464514587675986,0.003848162192072624,20,20,20,20,20
2010-11-05,0,1.0,1.0,0.5,0.002606297057153757,-0.001020418599498246,0.007856820197077787,-0.005288631094365009,-0.0004388480780420159,20,20,20,20,20
2010-11-08,0,1.0,0.5,0.75,0.0005526019302389367,0.0029838503851202743,0.0038759393621992854,0.009383594118832859,0.0023100142397636204,20,20,20,20,20
2010-11-09,0,1.0,0.75,0.25,0.004425729789819583,0.007502826511049441,-0.005882463262562752,-0.0042733292062667036,-0.005081140662467837,20,20,20,20,20
2010-11-10,0,1.0,0.25,1.0,-0.0038010622617886793,0.002103967602486496,-0.0003778619764377874,0.0018674821380815945,0.0045419022101686095,20,20,20,20,20
2010-11-11,0,1.0,1.0,1.0,0.0005057484681143726,0.0031508172065802635,0.00744937348629998,0.004330714748833035,0.014163992300416631,20,20,20,20,20
2010-11-12,0,1.0,1.0,1.0,-0.0017425155822704589,0.0004616533438211737,-0.004617545647926094,0.0026958453786443343,0.009610272875873283,20,20,20,20,20
2010-11-15,0,1.0,1.0,0.25,0.0026113967313410357,0.007110345091591001,0.004219256107616076,0.004162734040473045,-0.008273363438735384,20,20,20,20,20
2010-11-16,2,0.0,0.25,1.0,-0.0016798688408591622,-0.0020780816482977344,0.0002804453408282102,-0.02281750521417916,0.002495334463164903,20,20,20,19,21
2010-11-17,2,0.0,1.0,1.0,-0.0020422877441620387,0.0030441648078279883,0.0004440827220639701,0.004594018585267823,0.015030318098897632,20,20,20,20,20
2010-11-18,0,1.0,1.0,0.75,-0.0015011669617662573,0.0034549174263993126,0.006558530843789057,0.007143542803944826,-0.01965161146321233,20,20,20,21,19
2010-11-19,0,1.0,0.75,1.0,-0.0013656432987704536,0.001716409412078053,-0.003357588278518417,-0.0077362369847505125,0.005991558424162822,20,20,20,20,20
2010-11-22,0,1.0,1.0,0.5,0.004345379231096258,0.000603672366602018,0.013137997635202184,-0.01015049957818617,0.002724209226558101,20,20,21,19,20
2010-11-23,0,1.0,0.5,1.0,-0.0032079906959467178,-0.0030054725158832145,0.0009570067639703202,-0.001298997293245376,0.013020355106174141,20,20,20,20,20
2010-11-24,0,1.0,1.0,0.75,0.006134619063244813,-0.0028490840468784135,-0.004144960841408948,0.017045549125158016,0.005367290837985592,20,20,19,21,20
2010-11-26,0,1.0,0.75,1.0,0.0025793511113994514,0.006110124706295418,0.0009007438759352646,0.00945522642682273,0.019371506691528383,20,20,19,20,21
2010-11-29,0,1.0,1.0,0.5,-0.0018543737253584123,-0.00256659888617232,0.004759695452772274,-0.005107957642234895,-0.00775419821725821,20,20,20,20,20
2010-11-30,2,0.0,0.5,0.0,0.006697163271422242,0.0011037219167835482,-0.002015773432621583,0.0026290338275439863,-0.009347982482810255,20,20,20,20,20
2010-12-01,0,1.0,0.0,1.0,-0.0019282737020367001,-0.0016076466709890025,0.0019418635875516719,0.0030354649260983845,0.017873845033781827,19,20,20,20,21
2010-12-02,0,1.0,1.0,1.0,0.0033186354521123652,0.004403544837036407,-0.00040569967545941033,0.005990515478666744,0.005873922356558699,20,20,20,20,20
2010-12-03,0,1.0,1.0,0.5,-0.0013888277207478718,0.002681182909012177,0.008660825255293502,-0.0006572502108744193,0.0014194840338821527,20,20,20,20,20
2010-12-06,0,1.0,0.5,0.5,-0.003238673860931933,0.0031891092154050704,0.004717945906785012,-0.03338113736994903,-0.009106322732494431,20,20,21,19,20
2010-12-07,0,1.0,0.5,0.75,9.446071108208517e-05,-0.0005317723905104256,-0.004588023289189812,0.00364261502356786,-0.008635791637904863,20,20,20,20,20
2010-12-08,0,1.0,0.75,0.25,0.002658669595570728,0.008561620433342028,0.0040487315316260885,0.008024641010255833,0.0015903671331300173,20,20,20,20,20
2010-12-09,0,1.0,0.25,0.5,-0.0049881408397276505,0.004302797512322363,0.012607591968751917,-0.0029106431434339523,0.01079708706397361,19,20,21,20,20
2010-12-10,0,1.0,0.5,1.0,-0.0056107196331362606,0.0023445035705760816,0.003100549317594029,-0.0027873898992021176,0.005276037818504007,20,20,20,20,20
2010-12-13,0,1.0,1.0,0.5,-0.0014711288834991262,0.003745029683261946,0.005136398871623294,-0.0012089509370652243,-0.006364553416121621,20,20,20,20,20
2010-12-14,0,1.0,0.5,0.5,0.002798265091813077,0.0005478052039157362,0.011004160963408987,-0.0032528752763212264,-0.006104893838984237,20,20,20,20,20
2010-12-15,0,1.0,0.5,0.75,0.0008980311109971177,0.001992570592266516,-0.005024592568901437,0.01424200479136723,-0.003991364519555154,20,20,19,21,20
2010-12-16,0,1.0,0.75,0.0,0.007581536975107614,-0.0018702886890940666,0.0029743827451290212,0.005878766460643945,0.004427574006152172,20,20,20,20,20
2010-12-17,0,1.0,0.0,1.0,-0.001369750606053029,-0.002532175582602392,-0.008439435305643242,0.0006420971367337091,0.002741387640083868,20,20,20,20,20
2010-12-20,0,1.0,1.0,0.5,-0.005768263577906503,-0.0005635772183254649,0.001653618671861425,-0.017872131393627744,-0.01002799650568354,20,20,21,19,20
2010-12-21,0,1.0,0.5,0.5,-0.0015727607399057236,0.0035874795971330828,0.008159647971572908,0.0056781040761244,-0.0038070622470511455,20,20,20,20,20
2010-12-22,0,1.0,0.5,1.0,0.00031402480579166743,0.004960463443516193,-0.011842482810762169,0.002064562485298579,0.005974066235632917,20,20,20,20,20
2010-12-23,0,1.0,1.0,1.0,0.005711906400932964,0.005235139290147846,0.005751573130994753,-0.007598897374740668,0.022316553058404402,20,20,20,19,21
2010-12-27,0,1.0,1.0,1.0,-0.002843098547208046,0.010081182864771535,0.007370678399439663,0.0045192476292784025,0.010688838397997565,20,20,20,20,20
2010-12-28,0,1.0,1.0,1.0,0.0033112453899988964,0.005059835888009656,0.0026935324840622723,-0.0158810353647597,0.010471696488272581,20,20,20,19,21
2010-12-29,0,1.0,1.0,1.0,0.0026201062731453007,-0.0011492569433767474,-0.0010711296956508016,0.0037194950374094538,0.003460296780274037,20,20,20,20,20
2010-12-30,1,0.0,1.0,0.25,-0.002035006562801487,-0.00016711789170222868,-0.005965034169265201,-0.0029894805983223037,-0.004981761059916039,20,20,20,20,20
2010-12-31,1,0.0,0.25,0.25,0.0008101849509675841,0.004975201990393072,-0.0020606916639406376,-0.004806421272668951,-0.008903227055922492,20,20,20,20,20
2011-01-03,1,0.0,0.25,0.75,-0.004682432018708287,-0.001934823370662318,0.0012614474797043456,0.0050596927352009055,-0.001696605053730274,20,20,20,20,20
2011-01-04,1,0.0,0.75,0.75,-0.005087481798765838,-0.0015416018725880392,0.0016499808783044106,0.0025056250781978497,0.002631024423505315,20,20,20,20,20
2011-01-05,1,0.0,0.75,0.75,-0.005304707489226857,-0.00021593804282591232,-0.0031811179400410778,0.00022840174680614306,-8.173279487133228e-05,20,20,20,20,20
2011-01-06,1,0.0,0.75,0.75,-0.00043759695389959826,-0.0005917806615562331,-0.006174430583761925,0.0023918639344055904,-0.00036204069008076553,20,20,20,20,20
2011-01-07,1,0.0,0.75,0.75,-0.00212569433068795,-0.0012971730075785662,-0.0011094952509245544,0.0022768417801200865,-0.010222061251065482,20,20,20,20,20
2011-01-10,1,0.0,0.75,1.0,-0.000861622005677639,-0.003448622858425969,-0.011969302818896738,-0.00042124351549982346,0.001588689366835421,20,20,20,20,20
2011-01-11,1,0.0,1.0,0.0,0.0015406083086681299,-0.0005362444628570443,-0.005979395287951686,-0.0009050090969584043,-0.001967288516727581,20,20,20,20,20
2011-01-12,1,0.0,0.0,1.0,-0.00035206215434040715,0.0003190008005679236,-0.0018138905713640386,0.005617268235325968,0.0065552890669575755,20,20,20,20,20
2011-01-13,1,0.0,1.0,0.25,-0.0051305869054451584,0.0011168226556712336,0.0005565505325723289,-0.005304401327981505,-0.003535296625447113,20,20,20,20,20
2011-01-14,1,0.0,0.25,1.0,-0.008373614934516476,-0.0036441991168395193,-0.0016836810703081174,-0.002361854735416244,0.002648636064031564,20,20,20,20,20
2011-01-18,1,0.0,1.0,0.75,-0.0022959304843487094,-0.0042465140284750225,-0.005080880473895832,0.010459413682613213,0.004197415600259576,20,20,20,20,20
2011-01-19,1,0.0,0.75,1.0,0.0007743423192709661,-0.00027085800066750497,-0.0008044174445202516,0.0007510773067402198,0.009766564104065326,20,20,20,20,20
2011-01-20,1,0.0,1.0,0.75,-0.0035654633523011714,0.0010327827934800374,-0.009436005193440561,0.0012013750065261357,-0.030214688196867952,20,20,20,21,19
2011-01-21,1,0.0,0.75,1.0,0.0005169989336262868,0.0005785005468174119,-0.00810276089496693,0.0008285596446952103,0.00887910154850784,20,20,20,20,20
2011-01-24,1,0.0,1.0,0.0,0.002915087459700906,-0.00047866543897887053,-8.330662686385215e-05,-0.00290138014674696,-0.012115713277846921,20,20,20,20,20
2011-01-25,1,0.0,0.0,0.25,0.003130233871895801,0.005362000570514167,-0.002441918811149011,-0.006228244019396014,0.003572923515792908,20,20,20,20,20
2011-01-26,1,0.0,0.25,0.25,-0.0020963686494618067,0.0030081158708592246,-0.01016973273924606,0.0029662907734829343,0.000494561371154275,20,20,20,20,20
2011-01-27,1,0.0,0.25,0.5,-0.001861489966293036,-0.0009169056820448124,0.00033316443461567553,-0.021358755392615326,-0.0020488892389116677,20,20,21,19,20
2011-01-28,2,0.0,0.5,1.0,-0.00403476920693073,0.001227203796766017,0.001836488173078702,-0.00707714620515984,0.002418897808190073,20,20,20,20,20
2011-01-31,1,0.0,1.0,0.75,-0.004225018683038068,-0.005204499483436721,-0.0021253620569112175,-0.0017503451423898843,-0.0033753961437105206,20,20,20,20,20
2011-02-01,1,0.0,0.75,0.75,-0.004952907915257336,0.0010041126364929201,-0.0011338965211686136,0.009226203643244718,0.0017405453260551586,20,20,20,20,20
2011-02-02,1,0.0,0.75,0.5,0.0004027539248009684,0.0006872154311639202,0.005028937438562743,0.0020667414070971416,-0.007628886552195367,20,20,20,20,20
