date,regime,prior_position,previous_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2010-10-18,0,1.0,0.0,1.0,0.004226800191457383,,-0.0003215620329329849,-0.0005217625484798512,0.004904404518619188,25,0,25,25,25
2010-10-19,0,1.0,1.0,0.75,,,-0.0002707872595614113,0.007104202419630841,0.006082240915958413,0,0,33,34,33
2010-10-20,0,1.0,0.75,0.5,,,-4.895446457828796e-05,-0.003320335562555223,-0.006899344631974556,0,0,34,33,33
2010-10-21,0,1.0,0.5,0.75,,,0.0005544913783650966,0.007785226658681406,-0.011204500769669149,0,0,34,34,32
2010-10-22,0,1.0,0.75,0.75,,,0.0027560455084206874,0.006447916065296016,0.002699044708932144,0,0,33,34,33
2010-10-25,0,1.0,0.75,0.75,,,-0.00036577646855442606,0.0008079102755601526,-0.0066744729304771665,0,0,33,34,33
2010-10-26,0,1.0,0.75,0.75,,,0.005221913610939859,0.0070850195668704565,0.005063013475794372,0,0,33,34,33
2010-10-27,0,1.0,0.75,1.0,,,0.004973620484197795,0.002717769006267814,0.010171004285130989,0,0,33,33,34
2010-10-28,0,1.0,1.0,1.0,,,-0.007627287687266689,-0.0023168737314559276,0.010328377667597423,0,0,32,33,35
2010-10-29,0,1.0,1.0,0.5,,,0.007296682587535269,-0.001296839221671735,-0.003560547017542902,0,0,34,33,33
2010-11-01,0,1.0,0.5,1.0,,,0.0019189436965969338,-0.0032233104062177782,0.009199703103179644,0,0,33,33,34
2010-11-02,0,1.0,1.0,1.0,,,-0.005656445244758564,-0.005816327644740927,-0.0023898286267991183,0,0,33,33,34
2010-11-03,0,1.0,1.0,1.0,,,-0.00026060389157491767,-0.005327291657456921,0.0033013135184601387,0,0,33,33,34
2010-11-04,0,1.0,1.0,1.0,,,-4.1398588285735405e-05,-0.007550824355105506,0.0051134247439727915,0,0,33,33,34
2010-11-05,0,1.0,1.0,0.75,,,-0.0037354634602729643,0.0027781580844884095,-0.013687766824350247,0,0,34,34,32
2010-11-08,0,1.0,0.75,0.5,,,0.007339743936755086,-0.0038035294926970237,0.004924919578636039,0,0,34,32,34
2010-11-09,0,1.0,0.5,0.75,,,0.0009071268087508649,0.01319450086904432,0.0051986913124120945,0,0,33,34,33
2010-11-10,0,1.0,0.75,1.0,,,0.0009941672649657026,-0.0009750454393255024,0.0012810253009470974,0,0,33,33,34
2010-11-11,0,1.0,1.0,1.0,,,-0.0005682329817489112,-0.005762949427220919,0.0032171839415435586,0,0,33,33,34
