Date,ret_1d_SPY,ret_1d_QQQ,ret_1d_IWM,ret_1d_TLT,ret_1d_GLD,ret_5d_SPY,ret_5d_QQQ,ret_5d_IWM,ret_5d_TLT,ret_5d_GLD,ret_20d_SPY,ret_20d_QQQ,ret_20d_IWM,ret_20d_TLT,ret_20d_GLD,vol_20d_SPY,vol_20d_QQQ,vol_20d_IWM,vol_20d_TLT,vol_20d_GLD,vol_60d_SPY,vol_60d_QQQ,vol_60d_IWM,vol_60d_TLT,vol_60d_GLD,ma_dev_50d_SPY,ma_dev_50d_QQQ,ma_dev_50d_IWM,ma_dev_50d_TLT,ma_dev_50d_GLD,ma_dev_200d_SPY,ma_dev_200d_QQQ,ma_dev_200d_IWM,ma_dev_200d_TLT,ma_dev_200d_GLD,rs_20d_QQQ_vs_SPY,rs_20d_IWM_vs_SPY,rs_20d_TLT_vs_SPY,rs_20d_GLD_vs_SPY,rs_60d_QQQ_vs_SPY,rs_60d_IWM_vs_SPY,rs_60d_TLT_vs_SPY,rs_60d_GLD_vs_SPY,vix_level,vix_change_1d,vix_change_5d,vix_zscore
2010-10-18,0.004927644097909134,-0.003689948409360655,0.008393735761135446,0.008077333961764133,0.004488376244684789,0.013973446126109401,0.030741384964880103,0.022209219511134082,-0.030314754392962606,0.015042751486575634,0.03563601577555797,0.050583692703658034,0.06025155736949772,-0.007853782467130976,0.07535833927874558,0.12240825324461659,0.1534398931769158,0.19403574278413116,0.14914686053298165,0.11624490413398043,0.1557129370167082,0.17037872114610877,0.23737492441836497,0.17819658296380816,0.10534315460321769,0.059992971015667695,0.08748804260426812,0.09253996512108453,-0.025440159385250682,0.07708003017727627,0.06244566085337033,0.1091618895529256,0.08811842864649533,0.06459889745133451,0.15367216469106726,0.014947676928100062,0.02461554159393975,-0.04348979824268895,0.039722323503187607,0.03935759961301866,0.016522560099969663,-0.05388435514474277,0.0796740176553492,19.09000015258789,0.003152888269966736,0.0068565967506664105,-1.8263204424080755
2010-10-19,-0.013104423170970714,-0.00935697443481076,-0.019468961125767348,0.0060354185287878614,-0.03105449960421236,-0.002393080120243418,0.014168593215824421,-0.00028705879960622127,-0.01472711003009275,-0.014019445357615457,0.024127124517528964,0.04096641321635697,0.04569470998513503,-0.015536388353554309,0.03253708756935447,0.13285256997722966,0.15893189342020314,0.20782352335210572,0.14161964418327397,0.16743244981509883,0.15727467428825304,0.1713908072665274,0.23706732792012236,0.1785039462742266,0.12494761575041212,0.0452889526616882,0.07555683481299025,0.07001419471316339,-0.020054358381128123,0.04150823827862116,0.04828764190430257,0.09822122221757312,0.06643884488040563,0.07020384715675809,0.11687101542552325,0.016839288698828003,0.021567585467606065,-0.03966351287108327,0.008409963051825509,0.04493324282086908,-0.003574567898522396,-0.02088297079177126,0.07435411572285688,20.6299991607666,0.08067045551961116,0.0898044811508012,-1.084619340407819
2010-10-20,0.009766147278151394,0.007280754646158183,0.01021531184825375,0.0021634562560810533,0.00929987478434402,-0.0004242144977180118,0.013261890445756208,-0.005243011198933001,-0.011062424355880895,-0.0205116718860896,0.03923479658058504,0.05134503226874876,0.06905200917435006,-0.022176823593023642,0.040570606178987445,0.1340687897173317,0.1589349199310417,0.202559482809775,0.1374265270955918,0.1696117054177288,0.1583054197693537,0.17172897660129172,0.23763709365254757,0.17725491864574625,0.11907122815607317,0.05434772758161044,0.0812690788279673,0.07903362442260264,-0.01843308000068511,0.048912002984236924,0.05824779225978549,0.10560714029859652,0.0767565667365886,0.07171763201919346,0.12621272216109047,0.012110235688163717,0.02981721259376502,-0.06141162017360868,0.0013358095984024043,0.04302593329971227,0.0006039024811701488,-0.018965584187350615,0.09458910930321784,19.790000915527344,-0.04071731843967963,0.03775570174227849,-1.4192054618280427
2010-10-21,0.0022058110494220795,0.0019535942938682105,-0.004842308844643428,-0.01187314704411735,-0.014087770334554661,0.005704049629605246,0.017255052161928797,-0.009357594481077758,-0.007979137593198016,-0.03918366441036647,0.05004438033603953,0.05383173283718201,0.07691151198537338,-0.036550017842923554,0.025098955600549422,0.12868339242639515,0.1585711675852796,0.1967327567202533,0.14169773066923777,0.1790320219020138,0.15754344941070736,0.1705351888684989,0.2352409726176528,0.17905157545830852,0.12380700384919419,0.054897170489196956,0.08064410146193679,0.07119248261623934,-0.030105223265497028,0.032135145339512006,0.060295421607964306,0.1071114019369297,0.0709927205981804,0.05820412203322278,0.10949243902242722,0.0037873525011424825,0.026867131649333853,-0.08659439817896308,-0.024945424735490107,0.044824609859545284,0.0035695152273735875,-0.043947632303920736,0.06632472105900078,19.270000457763672,-0.026275918833115197,-0.03068404068179087,-1.5858163685358246
2010-10-22,0.0018620856687059373,0.006823652732026009,0.0064403930141017085,0.00675271243411979,0.002008144777821741,0.005522193359787542,0.0029129789073414347,0.0004269773815954725,0.01106992698286402,-0.02954815353575202,0.030743566719175552,0.03987080156484679,0.049709148226639854,-0.01683046654724607,0.02399552630475954,0.1093779865921814,0.14529851939287572,0.16550842710504104,0.13781488119201846,0.17893009015759348,0.1570382921956856,0.1697178396052205,0.23532705934431694,0.1794968895144808,0.1237147413978724,0.05492116195122132,0.08495252742678416,0.07522150149434226,-0.02374836691949611,0.032403735066985906,0.061994806504396704,0.1139681356042106,0.07733883424331789,0.06452700318397797,0.11082042320156749,0.00912723484567124,0.018965581507464302,-0.04757403326642162,-0.006748040414416012,0.05355133568849224,0.006073130321653464,-0.04394564910083032,0.05627010412195976,18.780000686645508,-0.025428114140015445,-0.013137151391457436,-1.7223685984634423
2010-10-25,0.002957779462846366,0.004841511288973921,0.005972652676935031,0.0028604049236904405,0.008633395612906769,0.0035511632860270037,0.011500979848237503,-0.001974978070942157,0.005837510893445419,-0.02554358584273453,0.038768050980598545,0.05061778259063576,0.05866486884264965,-0.030873318906425307,0.032591578622378936,0.10686172732035246,0.1428849085980647,0.1648421105518301,0.12098063566715286,0.18077415145067813,0.15704245144390303,0.16980880080202543,0.2355003201157958,0.17685199360198506,0.12323459270512407,0.05597688131972545,0.0868830293733922,0.0784039394205609,-0.02096763132805879,0.039313657635509536,0.06486147844673673,0.11867645311423614,0.08321313303062783,0.06672963577452462,0.11947693927035319,0.011849731610037217,0.019896817862051108,-0.06964136988702385,-0.006176472358219609,0.053162850659455696,0.008494352028246333,-0.06027937888093837,0.05078663187398291,19.850000381469727,0.05697548752408177,0.03981143126281261,-1.2185059159778362
2010-10-26,0.00016819812214330376,0.0026982200358118824,-0.0007065024538071007,-0.01544201985384186,0.00022926081694740752,0.017047783243892223,0.023809996017143398,0.01712222791758533,-0.01563570244008039,0.00591810213549171,0.03531869160574508,0.053878892265988965,0.04756969663831434,-0.052317570104837285,0.023699698434527017,0.10686478867354972,0.14246931567134186,0.1631778151427893,0.1262550662274545,0.17877201459313982,0.15069926677005357,0.16625587884168447,0.23321569685908508,0.17736489891734156,0.12324716070271115,0.05408463716901535,0.0864773344436991,0.07460016358530752,-0.0353333273707408,0.0377138894983744,0.06477278643518858,0.12096922480484507,0.08187133349455245,0.04948936655612535,0.1188706384198801,0.018560200660243886,0.012251005032569262,-0.08763626171058236,-0.011618993171218062,0.05896793749028251,0.012824592180693761,-0.038014493261512294,0.0742757567653134,20.219999313354492,0.0186397443211217,-0.01987396335874958,-1.0386651255202215
2010-10-27,-0.0028641372320057368,0.0030748668482944996,-0.0025465669042427086,-0.00879039233278922,-0.010391202319783521,0.004326419096935208,0.019535090585150128,0.004273095265453053,-0.02639500263652028,-0.01370699780204665,0.03415722533788679,0.058835354768030035,0.04196864993589,-0.056732206722375667,0.01227047566756756,0.10742410014769976,0.14156793840757262,0.16409390885220074,0.12804638098960858,0.1834828153792967,0.1504353111787234,0.16576869698247296,0.23255608337243747,0.17799058236132811,0.125814094195393,0.04931899787243288,0.08667486212363174,0.06924768469754627,-0.04301361102268886,0.02534225533860779,0.06142221391352165,0.12360010317602921,0.07849943659643732,0.039632224686969364,0.10634430328091105,0.024678129430143247,0.007811424598003214,-0.09088943206026245,-0.021886749670319228,0.06518060777455736,0.016680686959647195,-0.054836396741211324,0.056108866952141456,20.709999084472656,0.0242334217486615,0.04648803064094231,-0.8128797333398461
2010-10-28,0.00016907748572347892,0.0021081124960926623,-0.006098506793780545,0.002720456692669071,0.013279811333891667,0.0022853759258303352,0.019692320151668108,0.0030053908464866552,-0.012015871571339098,0.013671153593670438,0.0374132336842683,0.06582451431763325,0.03822246286826303,-0.05353989480641297,0.026033943676925464,0.10618392708188447,0.13893184455818347,0.1659168806088164,0.12938110230802138,0.18878076172559985,0.14998030839361687,0.16491070064080893,0.2322504209544662,0.1773151475298083,0.12766392245397504,0.04778850420940173,0.08586529755098926,0.060338292901491064,-0.039605642842879374,0.03714899734122068,0.06134495057303613,0.12520746177057562,0.07141163395610728,0.041757541754269045,0.12009392747622116,0.028411280633364955,0.0008092291839947308,-0.09095312849068127,-0.011379290007342835,0.06312129187156601,0.005832971674743392,-0.037461990214480156,0.07072396517760438,20.8799991607666,0.008208598928495459,0.0835494896085629,-0.7287906622853971
2010-10-29,0.0007604228922610812,-0.002294640518971658,0.0031393395256751333,0.009347621076641666,0.010515007362563056,0.0011832476929856117,0.010457481880136399,-0.00028439607715680104,-0.009469339019829714,0.02227703295171657,0.033853657056140296,0.06468109836862146,0.03595639271554618,-0.0400529488293877,0.028779701727435603,0.10587791162071457,0.13943835598522125,0.16550197516114054,0.13592943703271596,0.19024277015954807,0.14992413665601126,0.16490531385538484,0.23073681849916253,0.17806207583134498,0.1288545772038266,0.04651363617501758,0.08004373046040736,0.060661832639708146,-0.029685608202885905,0.04603264855951794,0.06190548244386096,0.12188623635196372,0.07426495660924992,0.0508024699283296,0.13087808063220518,0.030827441312481163,0.0021027356594058855,-0.073906605885528,-0.0050739553287046935,0.06125373499736142,0.019887242183129095,-0.03465042516443195,0.07809886271068556,21.200000762939453,0.015325747846490989,0.1288604892338907,-0.5867921472404801
